activity_period,activity_type_code,boarding_area,geo_region,geo_summary,operating_airline,operating_airline_iata_code,passenger_count,price_category_code,published_airline,published_airline_iata_code,terminal
200601,Enplaned,A,Europe,International,British Airways,BA,15573,Other,British Airways,BA,International
200601,Deplaned,A,Asia,International,Cathay Pacific,CX,11455,Other,Cathay Pacific,CX,International
200601,Enplaned,A,Asia,International,Cathay Pacific,CX,10399,Other,Cathay Pacific,CX,International
200601,Deplaned,A,Asia,International,China Airlines,CI,11773,Other,China Airlines,CI,International
200601,Enplaned,A,Asia,International,China Airlines,CI,11480,Other,China Airlines,CI,International
200601,Deplaned,C,US,Domestic,Delta Air Lines,DL,17152,Low Fare,Delta Air Lines,DL,Terminal 1
200601,Deplaned,C,US,Domestic,Delta Air Lines,DL,46377,Other,Delta Air Lines,DL,Terminal 1
200601,Enplaned,C,US,Domestic,Delta Air Lines,DL,15650,Low Fare,Delta Air Lines,DL,Terminal 1
200601,Enplaned,C,US,Domestic,Delta Air Lines,DL,42321,Other,Delta Air Lines,DL,Terminal 1
200601,Deplaned,G,Asia,International,EVA Airways,BR,12939,Other,EVA Airways,BR,International
200601,Enplaned,G,Asia,International,EVA Airways,BR,12688,Other,EVA Airways,BR,International
200601,Deplaned,B,US,Domestic,Frontier Airlines,F9,12096,Low Fare,Frontier Airlines,F9,Terminal 1
200601,Enplaned,B,US,Domestic,Frontier Airlines,F9,11071,Low Fare,Frontier Airlines,F9,Terminal 1
200601,Deplaned,C,US,Domestic,Hawaiian Airlines,HA,7478,Other,Hawaiian Airlines,HA,Terminal 1
200601,Enplaned,C,US,Domestic,Hawaiian Airlines,HA,7255,Other,Hawaiian Airlines,HA,Terminal 1
200601,Deplaned,B,US,Domestic,Horizon Air ,QX,3483,Other,Alaska Airlines,AS,Terminal 1
200601,Enplaned,B,US,Domestic,Horizon Air ,QX,3613,Other,Alaska Airlines,AS,Terminal 1
200601,Deplaned,A,Asia,International,Japan Airlines,JL,8755,Other,Japan Airlines,JL,International
200601,Enplaned,A,Asia,International,Japan Airlines,JL,7819,Other,Japan Airlines,JL,International
200601,Deplaned,A,Europe,International,KLM Royal Dutch Airlines,KL,7421,Other,KLM Royal Dutch Airlines,KL,International
200601,Enplaned,A,Europe,International,KLM Royal Dutch Airlines,KL,6508,Other,KLM Royal Dutch Airlines,KL,International
200601,Deplaned,A,Asia,International,Korean Air Lines,KE,6323,Other,Korean Air Lines,KE,International
200601,Enplaned,A,Asia,International,Korean Air Lines,KE,4759,Other,Korean Air Lines,KE,International
200601,Deplaned,G,Europe,International,Lufthansa German Airlines,LH,15751,Other,Lufthansa German Airlines,LH,International
200601,Enplaned,G,Europe,International,Lufthansa German Airlines,LH,14551,Other,Lufthansa German Airlines,LH,International
200601,Deplaned,B,US,Domestic,Mesa Airlines,YV,1404,Other,US Airways,US ,Terminal 1
200601,Enplaned,B,US,Domestic,Mesa Airlines,YV,1140,Other,US Airways,US ,Terminal 1
200601,Deplaned,G,Mexico,International,Mexicana Airlines,MX,8043,Other,Mexicana Airlines,MX,International
200601,Enplaned,G,Mexico,International,Mexicana Airlines,MX,7313,Other,Mexicana Airlines,MX,International
200601,Deplaned,B,US,Domestic,Midwest Airlines,YX,1758,Other,Midwest Airlines,YX,Terminal 1
200601,Enplaned,B,US,Domestic,Midwest Airlines,YX,2451,Other,Midwest Airlines,YX,Terminal 1
200601,Deplaned,C,US,Domestic,Northwest Airlines,NW,39379,Other,Northwest Airlines,NW,Terminal 1
200601,Enplaned,C,US,Domestic,Northwest Airlines,NW,38256,Other,Northwest Airlines,NW,Terminal 1
200601,Deplaned,A,Asia,International,Northwest Airlines,NW,6677,Other,Northwest Airlines,NW,International
200601,Enplaned,A,Asia,International,Northwest Airlines,NW,5751,Other,Northwest Airlines,NW,International
200601,Deplaned,A,Asia,International,Philippine Airlines,PR,11503,Other,Philippine Airlines,PR,International
200601,Enplaned,A,Asia,International,Philippine Airlines,PR,11854,Other,Philippine Airlines,PR,International
200601,Deplaned,G,Asia,International,Singapore Airlines,SQ,18735,Other,Singapore Airlines,SQ,International
200601,Enplaned,G,Asia,International,Singapore Airlines,SQ,17786,Other,Singapore Airlines,SQ,International
200601,Deplaned,C,US,Domestic,SkyWest Airlines,OO,4753,Other,Delta Air Lines,DL,Terminal 1
200601,Enplaned,C,US,Domestic,SkyWest Airlines,OO,3666,Other,Delta Air Lines,DL,Terminal 1
200601,Deplaned,F,US,Domestic,SkyWest Airlines,OO,91151,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Enplaned,F,US,Domestic,SkyWest Airlines,OO,89509,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Deplaned,F,Canada,International,SkyWest Airlines,OO,3434,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Enplaned,F,Canada,International,SkyWest Airlines,OO,3291,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Deplaned,B,US,Domestic,Sun Country Airlines,SY,2370,Low Fare,Sun Country Airlines,SY,Terminal 1
200601,Enplaned,B,US,Domestic,Sun Country Airlines,SY,2429,Low Fare,Sun Country Airlines,SY,Terminal 1
200601,Deplaned,G,Central America,International,TACA,TA,6237,Other,TACA,TA,International
200601,Enplaned,G,Central America,International,TACA,TA,5321,Other,TACA,TA,International
200601,Deplaned,B,US,Domestic,US Airways,US ,33369,Low Fare,US Airways,US ,Terminal 1
200601,Deplaned,B,US,Domestic,US Airways,US ,23134,Other,US Airways,US ,Terminal 1
200601,Enplaned,B,US,Domestic,US Airways,US ,29907,Low Fare,US Airways,US ,Terminal 1
200601,Enplaned,B,US,Domestic,US Airways,US ,23799,Other,US Airways,US ,Terminal 1
200601,Deplaned,B,US,Domestic,United Airlines,UA,43087,Other,United Airlines,UA,Terminal 1
200601,Enplaned,B,US,Domestic,United Airlines,UA,40247,Other,United Airlines,UA,Terminal 1
200601,Deplaned,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,57838,Low Fare,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Deplaned,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,22774,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Enplaned,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,55884,Low Fare,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Enplaned,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,21087,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Thru / Transit,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,422,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Deplaned,F,US,Domestic,United Airlines - Pre 07/01/2013,UA,324729,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Enplaned,F,US,Domestic,United Airlines - Pre 07/01/2013,UA,312749,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Thru / Transit,F,US,Domestic,United Airlines - Pre 07/01/2013,UA,7224,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Deplaned,G,Asia,International,United Airlines - Pre 07/01/2013,UA,70439,Other,United Airlines - Pre 07/01/2013,UA,International
200601,Enplaned,G,Asia,International,United Airlines - Pre 07/01/2013,UA,61107,Other,United Airlines - Pre 07/01/2013,UA,International
200601,Thru / Transit,G,Asia,International,United Airlines - Pre 07/01/2013,UA,3025,Other,United Airlines - Pre 07/01/2013,UA,International
200601,Deplaned,G,Australia / Oceania,International,United Airlines - Pre 07/01/2013,UA,10023,Other,United Airlines - Pre 07/01/2013,UA,International
200601,Enplaned,G,Australia / Oceania,International,United Airlines - Pre 07/01/2013,UA,9951,Other,United Airlines - Pre 07/01/2013,UA,International
200601,Thru / Transit,G,Australia / Oceania,International,United Airlines - Pre 07/01/2013,UA,1163,Other,United Airlines - Pre 07/01/2013,UA,International
200601,Deplaned,F,Canada,International,United Airlines - Pre 07/01/2013,UA,9683,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Enplaned,F,Canada,International,United Airlines - Pre 07/01/2013,UA,9116,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Thru / Transit,F,Canada,International,United Airlines - Pre 07/01/2013,UA,38,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200601,Deplaned,G,Europe,International,United Airlines - Pre 07/01/2013,UA,21457,Other,United Airlines - Pre 07/01/2013,UA,International
200601,Enplaned,G,Europe,International,United Airlines - Pre 07/01/2013,UA,20316,Other,United Airlines - Pre 07/01/2013,UA,International
200601,Thru / Transit,G,Europe,International,United Airlines - Pre 07/01/2013,UA,716,Other,United Airlines - Pre 07/01/2013,UA,International
200601,Deplaned,G,Mexico,International,United Airlines - Pre 07/01/2013,UA,11371,Other,United Airlines - Pre 07/01/2013,UA,International
200601,Enplaned,G,Mexico,International,United Airlines - Pre 07/01/2013,UA,11388,Other,United Airlines - Pre 07/01/2013,UA,International
200601,Thru / Transit,G,Mexico,International,United Airlines - Pre 07/01/2013,UA,164,Other,United Airlines - Pre 07/01/2013,UA,International
200601,Deplaned,A,Europe,International,Virgin Atlantic,VS,9605,Other,Virgin Atlantic,VS,International
200601,Enplaned,A,Europe,International,Virgin Atlantic,VS,8358,Other,Virgin Atlantic,VS,International
200601,Deplaned,A,Canada,International,WestJet Airlines,WS,522,Other,WestJet Airlines,WS,International
200601,Enplaned,A,Canada,International,WestJet Airlines,WS,507,Other,WestJet Airlines,WS,International
200602,Deplaned,B,US,Domestic,ATA Airlines,TZ,9180,Low Fare,ATA Airlines,TZ,Terminal 1
200602,Enplaned,B,US,Domestic,ATA Airlines,TZ,10323,Low Fare,ATA Airlines,TZ,Terminal 1
200602,Thru / Transit,B,US,Domestic,ATA Airlines,TZ,3863,Low Fare,ATA Airlines,TZ,Terminal 1
200602,Deplaned,B,Canada,International,Air Canada,AC,17679,Other,Air Canada,AC,Terminal 1
200602,Enplaned,B,Canada,International,Air Canada,AC,17649,Other,Air Canada,AC,Terminal 1
200602,Deplaned,G,Asia,International,Air China,CA,2862,Other,Air China,CA,International
200602,Enplaned,G,Asia,International,Air China,CA,2767,Other,Air China,CA,International
200602,Deplaned,A,Europe,International,Air France,AF,6469,Other,Air France,AF,International
200602,Enplaned,A,Europe,International,Air France,AF,6503,Other,Air France,AF,International
200602,Deplaned,G,Australia / Oceania,International,Air New Zealand,NZ,5448,Other,Air New Zealand,NZ,International
200602,Enplaned,G,Australia / Oceania,International,Air New Zealand,NZ,6889,Other,Air New Zealand,NZ,International
200602,Deplaned,A,US,Domestic,AirTran Airways,FL,2964,Low Fare,AirTran Airways,FL,International
200602,Enplaned,A,US,Domestic,AirTran Airways,FL,2951,Low Fare,AirTran Airways,FL,International
200602,Deplaned,A,US,Domestic,Alaska Airlines,AS,25039,Other,Alaska Airlines,AS,International
200602,Enplaned,A,US,Domestic,Alaska Airlines,AS,30568,Other,Alaska Airlines,AS,International
200602,Thru / Transit,A,US,Domestic,Alaska Airlines,AS,5023,Other,Alaska Airlines,AS,International
200602,Deplaned,A,Canada,International,Alaska Airlines,AS,5117,Other,Alaska Airlines,AS,International
200602,Enplaned,A,Canada,International,Alaska Airlines,AS,4872,Other,Alaska Airlines,AS,International
200602,Thru / Transit,A,Canada,International,Alaska Airlines,AS,219,Other,Alaska Airlines,AS,International
200602,Deplaned,A,Mexico,International,Alaska Airlines,AS,7283,Other,Alaska Airlines,AS,International
200602,Enplaned,A,Mexico,International,Alaska Airlines,AS,10743,Other,Alaska Airlines,AS,International
200602,Thru / Transit,A,Mexico,International,Alaska Airlines,AS,2978,Other,Alaska Airlines,AS,International
200602,Deplaned,G,Asia,International,All Nippon Airways,NH,4580,Other,All Nippon Airways,NH,International
200602,Enplaned,G,Asia,International,All Nippon Airways,NH,4784,Other,All Nippon Airways,NH,International
200602,Deplaned,E,US,Domestic,American Airlines,AA,102286,Other,American Airlines,AA,Terminal 3
200602,Enplaned,E,US,Domestic,American Airlines,AA,101163,Other,American Airlines,AA,Terminal 3
200602,Deplaned,E,US,Domestic,American Eagle Airlines,MQ,3651,Other,American Airlines,AA,Terminal 3
200602,Enplaned,E,US,Domestic,American Eagle Airlines,MQ,3751,Other,American Airlines,AA,Terminal 3
200602,Deplaned,A,Asia,International,Asiana Airlines,OZ,4201,Other,Asiana Airlines,OZ,International
200602,Enplaned,A,Asia,International,Asiana Airlines,OZ,3873,Other,Asiana Airlines,OZ,International
200602,Deplaned,A,Europe,International,British Airways,BA,13206,Other,British Airways,BA,International
200602,Enplaned,A,Europe,International,British Airways,BA,12660,Other,British Airways,BA,International
200602,Deplaned,A,Asia,International,Cathay Pacific,CX,9418,Other,Cathay Pacific,CX,International
200602,Enplaned,A,Asia,International,Cathay Pacific,CX,9127,Other,Cathay Pacific,CX,International
200602,Deplaned,A,Asia,International,China Airlines,CI,9050,Other,China Airlines,CI,International
200602,Enplaned,A,Asia,International,China Airlines,CI,9642,Other,China Airlines,CI,International
200602,Deplaned,C,US,Domestic,Delta Air Lines,DL,15320,Low Fare,Delta Air Lines,DL,Terminal 1
200602,Deplaned,C,US,Domestic,Delta Air Lines,DL,41440,Other,Delta Air Lines,DL,Terminal 1
200602,Enplaned,C,US,Domestic,Delta Air Lines,DL,15004,Low Fare,Delta Air Lines,DL,Terminal 1
200602,Enplaned,C,US,Domestic,Delta Air Lines,DL,40568,Other,Delta Air Lines,DL,Terminal 1
200602,Deplaned,G,Asia,International,EVA Airways,BR,11113,Other,EVA Airways,BR,International
200602,Enplaned,G,Asia,International,EVA Airways,BR,11006,Other,EVA Airways,BR,International
200602,Deplaned,B,US,Domestic,Frontier Airlines,F9,11945,Low Fare,Frontier Airlines,F9,Terminal 1
200602,Enplaned,B,US,Domestic,Frontier Airlines,F9,11575,Low Fare,Frontier Airlines,F9,Terminal 1
200602,Deplaned,C,US,Domestic,Hawaiian Airlines,HA,6369,Other,Hawaiian Airlines,HA,Terminal 1
200602,Enplaned,C,US,Domestic,Hawaiian Airlines,HA,6754,Other,Hawaiian Airlines,HA,Terminal 1
200602,Deplaned,B,US,Domestic,Horizon Air ,QX,3489,Other,Alaska Airlines,AS,Terminal 1
200602,Enplaned,B,US,Domestic,Horizon Air ,QX,3860,Other,Alaska Airlines,AS,Terminal 1
200602,Deplaned,A,Asia,International,Japan Airlines,JL,7344,Other,Japan Airlines,JL,International
200602,Enplaned,A,Asia,International,Japan Airlines,JL,6936,Other,Japan Airlines,JL,International
200602,Deplaned,A,Europe,International,KLM Royal Dutch Airlines,KL,6240,Other,KLM Royal Dutch Airlines,KL,International
200602,Enplaned,A,Europe,International,KLM Royal Dutch Airlines,KL,5441,Other,KLM Royal Dutch Airlines,KL,International
200602,Deplaned,A,Asia,International,Korean Air Lines,KE,4850,Other,Korean Air Lines,KE,International
200602,Enplaned,A,Asia,International,Korean Air Lines,KE,4075,Other,Korean Air Lines,KE,International
200602,Deplaned,G,Europe,International,Lufthansa German Airlines,LH,13023,Other,Lufthansa German Airlines,LH,International
200602,Enplaned,G,Europe,International,Lufthansa German Airlines,LH,12368,Other,Lufthansa German Airlines,LH,International
200602,Deplaned,B,US,Domestic,Mesa Airlines,YV,1179,Other,US Airways,US ,Terminal 1
200602,Enplaned,B,US,Domestic,Mesa Airlines,YV,1179,Other,US Airways,US ,Terminal 1
200602,Deplaned,G,Mexico,International,Mexicana Airlines,MX,6552,Other,Mexicana Airlines,MX,International
200602,Enplaned,G,Mexico,International,Mexicana Airlines,MX,6843,Other,Mexicana Airlines,MX,International
200602,Deplaned,B,US,Domestic,Midwest Airlines,YX,1817,Other,Midwest Airlines,YX,Terminal 1
200602,Enplaned,B,US,Domestic,Midwest Airlines,YX,2498,Other,Midwest Airlines,YX,Terminal 1
200602,Deplaned,C,US,Domestic,Northwest Airlines,NW,35111,Other,Northwest Airlines,NW,Terminal 1
200602,Enplaned,C,US,Domestic,Northwest Airlines,NW,35062,Other,Northwest Airlines,NW,Terminal 1
200602,Deplaned,A,Asia,International,Northwest Airlines,NW,6119,Other,Northwest Airlines,NW,International
200602,Enplaned,A,Asia,International,Northwest Airlines,NW,5510,Other,Northwest Airlines,NW,International
200602,Deplaned,A,Asia,International,Philippine Airlines,PR,9974,Other,Philippine Airlines,PR,International
200602,Enplaned,A,Asia,International,Philippine Airlines,PR,6652,Other,Philippine Airlines,PR,International
200602,Deplaned,G,Asia,International,Singapore Airlines,SQ,14183,Other,Singapore Airlines,SQ,International
200602,Enplaned,G,Asia,International,Singapore Airlines,SQ,14968,Other,Singapore Airlines,SQ,International
200602,Deplaned,C,US,Domestic,SkyWest Airlines,OO,2711,Other,Delta Air Lines,DL,Terminal 1
200602,Enplaned,C,US,Domestic,SkyWest Airlines,OO,2365,Other,Delta Air Lines,DL,Terminal 1
200602,Deplaned,F,US,Domestic,SkyWest Airlines,OO,90859,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200602,Enplaned,F,US,Domestic,SkyWest Airlines,OO,89304,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200602,Deplaned,F,Canada,International,SkyWest Airlines,OO,4529,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200602,Enplaned,F,Canada,International,SkyWest Airlines,OO,4348,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200602,Deplaned,B,US,Domestic,Sun Country Airlines,SY,2207,Low Fare,Sun Country Airlines,SY,Terminal 1
200602,Enplaned,B,US,Domestic,Sun Country Airlines,SY,2119,Low Fare,Sun Country Airlines,SY,Terminal 1
200602,Deplaned,G,Central America,International,TACA,TA,4176,Other,TACA,TA,International
200602,Enplaned,G,Central America,International,TACA,TA,3938,Other,TACA,TA,International
200602,Deplaned,B,US,Domestic,US Airways,US ,28939,Low Fare,US Airways,US ,Terminal 1
200602,Deplaned,B,US,Domestic,US Airways,US ,22296,Other,US Airways,US ,Terminal 1
200602,Enplaned,B,US,Domestic,US Airways,US ,28427,Low Fare,US Airways,US ,Terminal 1
200602,Enplaned,B,US,Domestic,US Airways,US ,23581,Other,US Airways,US ,Terminal 1
200602,Deplaned,B,US,Domestic,United Airlines,UA,37044,Other,United Airlines,UA,Terminal 1
200602,Enplaned,B,US,Domestic,United Airlines,UA,36577,Other,United Airlines,UA,Terminal 1
200602,Deplaned,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,54090,Low Fare,United Airlines - Pre 07/01/2013,UA,Terminal 3
200602,Enplaned,E,US,Domestic,United Airlines - Pre 07/01/2013,UA,52756,Low Fare,United Airlines - Pre 07/01/2013,UA,Terminal 3
200602,Deplaned,F,US,Domestic,United Airlines - Pre 07/01/2013,UA,325806,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200602,Enplaned,F,US,Domestic,United Airlines - Pre 07/01/2013,UA,314628,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200602,Thru / Transit,F,US,Domestic,United Airlines - Pre 07/01/2013,UA,6691,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200602,Deplaned,G,Asia,International,United Airlines - Pre 07/01/2013,UA,54536,Other,United Airlines - Pre 07/01/2013,UA,International
200602,Enplaned,G,Asia,International,United Airlines - Pre 07/01/2013,UA,55485,Other,United Airlines - Pre 07/01/2013,UA,International
200602,Thru / Transit,G,Asia,International,United Airlines - Pre 07/01/2013,UA,3385,Other,United Airlines - Pre 07/01/2013,UA,International
200602,Deplaned,G,Australia / Oceania,International,United Airlines - Pre 07/01/2013,UA,7093,Other,United Airlines - Pre 07/01/2013,UA,International
200602,Enplaned,G,Australia / Oceania,International,United Airlines - Pre 07/01/2013,UA,7537,Other,United Airlines - Pre 07/01/2013,UA,International
200602,Thru / Transit,G,Australia / Oceania,International,United Airlines - Pre 07/01/2013,UA,1046,Other,United Airlines - Pre 07/01/2013,UA,International
200602,Deplaned,F,Canada,International,United Airlines - Pre 07/01/2013,UA,10781,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200602,Enplaned,F,Canada,International,United Airlines - Pre 07/01/2013,UA,10038,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200602,Thru / Transit,F,Canada,International,United Airlines - Pre 07/01/2013,UA,251,Other,United Airlines - Pre 07/01/2013,UA,Terminal 3
200602,Deplaned,G,Europe,International,United Airlines - Pre 07/01/2013,UA,17327,Other,United Airlines - Pre 07/01/2013,UA,International
200602,Enplaned,G,Europe,International,United Airlines - Pre 07/01/2013,UA,16915,Other,United Airlines - Pre 07/01/2013,UA,International
200602,Thru / Transit,G,Europe,International,United Airlines - Pre 07/01/2013,UA,527,Other,United Airlines - Pre 07/01/2013,UA,International
200602,Deplaned,G,Mexico,International,United Airlines - Pre 07/01/2013,UA,9955,Other,United Airlines - Pre 07/01/2013,UA,International
200602,Enplaned,G,Mexico,International,United Airlines - Pre 07/01/2013,UA,10969,Other,United Airlines - Pre 07/01/2013,UA,International
200602,Thru / Transit,G,Mexico,International,United Airlines - Pre 07/01/2013,UA,248,Other,United Airlines - Pre 07/01/2013,UA,International
200602,Deplaned,A,Europe,International,Virgin Atlantic,VS,7473,Other,Virgin Atlantic,VS,International
200602,Enplaned,A,Europe,International,Virgin Atlantic,VS,6919,Other,Virgin Atlantic,VS,International
200603,Deplaned,B,US,Domestic,ATA Airlines,TZ,11583,Low Fare,ATA Airlines,TZ,Terminal 1
200603,Enplaned,B,US,Domestic,ATA Airlines,TZ,11921,Low Fare,ATA Airlines,TZ,Terminal 1
200603,Thru / Transit,B,US,Domestic,ATA Airlines,TZ,3870,Low Fare,ATA Airlines,TZ,Terminal 1
200603,Deplaned,B,Canada,International,Air Canada,AC,22960,Other,Air Canada,AC,Terminal 1
200603,Enplaned,B,Canada,International,Air Canada,AC,21968,Other,Air Canada,AC,Terminal 1
200603,Deplaned,G,Asia,International,Air China,CA,4150,Other,Air China,CA,International
200603,Enplaned,G,Asia,International,Air China,CA,4514,Other,Air China,CA,International
200603,Deplaned,A,Europe,International,Air France,AF,8444,Other,Air France,AF,International
200603,Enplaned,A,Europe,International,Air France,AF,9119,Other,Air France,AF,International
200603,Deplaned,G,Australia / Oceania,International,Air New Zealand,NZ,7418,Other,Air New Zealand,NZ,International
200603,Enplaned,G,Australia / Oceania,International,Air New Zealand,NZ,5579,Other,Air New Zealand,NZ,International
200603,Deplaned,A,US,Domestic,AirTran Airways,FL,4436,Low Fare,AirTran Airways,FL,International
200603,Enplaned,A,US,Domestic,AirTran Airways,FL,4563,Low Fare,AirTran Airways,FL,International
200603,Deplaned,A,US,Domestic,Alaska Airlines,AS,29808,Other,Alaska Airlines,AS,International
200603,Enplaned,A,US,Domestic,Alaska Airlines,AS,36356,Other,Alaska Airlines,AS,International
200603,Thru / Transit,A,US,Domestic,Alaska Airlines,AS,6316,Other,Alaska Airlines,AS,International
200603,Deplaned,A,Canada,International,Alaska Airlines,AS,5328,Other,Alaska Airlines,AS,International
200603,Enplaned,A,Canada,International,Alaska Airlines,AS,5836,Other,Alaska Airlines,AS,International
200603,Thru / Transit,A,Canada,International,Alaska Airlines,AS,445,Other,Alaska Airlines,AS,International
200603,Deplaned,A,Mexico,International,Alaska Airlines,AS,8091,Other,Alaska Airlines,AS,International
200603,Enplaned,A,Mexico,International,Alaska Airlines,AS,11362,Other,Alaska Airlines,AS,International
200603,Thru / Transit,A,Mexico,International,Alaska Airlines,AS,3589,Other,Alaska Airlines,AS,International
200603,Deplaned,G,Asia,International,All Nippon Airways,NH,5488,Other,All Nippon Airways,NH,International
200603,Enplaned,G,Asia,International,All Nippon Airways,NH,5823,Other,All Nippon Airways,NH,International
200603,Deplaned,E,US,Domestic,American Airlines,AA,125648,Other,American Airlines,AA,Terminal 3
200603,Enplaned,E,US,Domestic,American Airlines,AA,124880,Other,American Airlines,AA,Terminal 3
200603,Deplaned,E,US,Domestic,American Eagle Airlines,MQ,4432,Other,American Airlines,AA,Terminal 3
200603,Enplaned,E,US,Domestic,American Eagle Airlines,MQ,4554,Other,American Airlines,AA,Terminal 3
200603,Deplaned,A,Asia,International,Asiana Airlines,OZ,4452,Other,Asiana Airlines,OZ,International
200603,Enplaned,A,Asia,International,Asiana Airlines,OZ,4426,Other,Asiana Airlines,OZ,International
200603,Deplaned,A,Europe,International,British Airways,BA,17643,Other,British Airways,BA,International
200603,Enplaned,A,Europe,International,British Airways,BA,17492,Other,British Airways,BA,International
200603,Deplaned,A,Asia,International,Cathay Pacific,CX,11191,Other,Cathay Pacific,CX,International
200603,Enplaned,A,Asia,International,Cathay Pacific,CX,10903,Other,Cathay Pacific,CX,International
200603,Deplaned,A,Asia,International,China Airlines,CI,11642,Other,China Airlines,CI,International
200603,Enplaned,A,Asia,International,China Airlines,CI,10196,Other,China Airlines,CI,International
200603,Deplaned,C,US,Domestic,Delta Air Lines,DL,16530,Low Fare,Delta Air Lines,DL,Terminal 1
200603,Deplaned,C,US,Domestic,Delta Air Lines,DL,58608,Other,Delta Air Lines,DL,Terminal 1
200603,Enplaned,C,US,Domestic,Delta Air Lines,DL,17143,Low Fare,Delta Air Lines,DL,Terminal 1
200603,Enplaned,C,US,Domestic,Delta Air Lines,DL,60784,Other,Delta Air Lines,DL,Terminal 1
200603,Deplaned,G,Asia,International,EVA Airways,BR,12397,Other,EVA Airways,BR,International
200603,Enplaned,G,Asia,International,EVA Airways,BR,11634,Other,EVA Airways,BR,International
200603,Deplaned,B,US,Domestic,Frontier Airlines,F9,15659,Low Fare,Frontier Airlines,F9,Terminal 1
200603,Enplaned,B,US,Domestic,Frontier Airlines,F9,14927,Low Fare,Frontier Airlines,F9,Terminal 1
200603,Deplaned,C,US,Domestic,Hawaiian Airlines,HA,7369,Other,Hawaiian Airlines,HA,Terminal 1
200603,Enplaned,C,US,Domestic,Hawaiian Airlines,HA,7134,Other,Hawaiian Airlines,HA,Terminal 1
200603,Deplaned,B,US,Domestic,Horizon Air ,QX,4709,Other,Alaska Airlines,AS,Terminal 1
200603,Enplaned,B,US,Domestic,Horizon Air ,QX,4633,Other,Alaska Airlines,AS,Terminal 1
200603,Deplaned,A,Asia,International,Japan Airlines,JL,7586,Other,Japan Airlines,JL,International
200603,Enplaned,A,Asia,International,Japan Airlines,JL,8382,Other,Japan Airlines,JL,International
200603,Deplaned,A,Europe,International,KLM Royal Dutch Airlines,KL,8161,Other,KLM Royal Dutch Airlines,KL,International
200603,Enplaned,A,Europe,International,KLM Royal Dutch Airlines,KL,8355,Other,KLM Royal Dutch Airlines,KL,International
200603,Deplaned,A,Asia,International,Korean Air Lines,KE,4764,Other,Korean Air Lines,KE,International
200603,Enplaned,A,Asia,International,Korean Air Lines,KE,4201,Other,Korean Air Lines,KE,International
200603,Deplaned,G,Europe,International,Lufthansa German Airlines,LH,16015,Other,Lufthansa German Airlines,LH,International
200603,Enplaned,G,Europe,International,Lufthansa German Airlines,LH,16659,Other,Lufthansa German Airlines,LH,International
200603,Deplaned,B,US,Domestic,Mesa Airlines,YV,1243,Other,US Airways,US ,Terminal 1
200603,Enplaned,B,US,Domestic,Mesa Airlines,YV,1698,Other,US Airways,US ,Terminal 1
200603,Deplaned,G,Mexico,International,Mexicana Airlines,MX,6826,Other,Mexicana Airlines,MX,International
200603,Enplaned,G,Mexico,International,Mexicana Airlines,MX,7229,Other,Mexicana Airlines,MX,International
200603,Deplaned,B,US,Domestic,Midwest Airlines,YX,2468,Other,Midwest Airlines,YX,Terminal 1
200603,Enplaned,B,US,Domestic,Midwest Airlines,YX,3412,Other,Midwest Airlines,YX,Terminal 1
200603,Deplaned,C,US,Domestic,Northwest Airlines,NW,43414,Other,Northwest Airlines,NW,Terminal 1
200603,Enplaned,C,US,Domestic,Northwest Airlines,NW,42359,Other,Northwest Airlines,NW,Terminal 1
200603,Deplaned,A,Asia,International,Northwest Airlines,NW,7242,Other,Northwest Airlines,NW,International
